nome,endereco,cidade,uf,cep,telefone,latitude,longitude
APS Mogi-Mirim,"Av. Adib Chaib, 2250, Centro, Mogi-Mirim - Sp",Mogi-Mirim,SP,,,-22.4355387,-46.9532945
APS Pirassununga,"Rua Duque De Caxias, 1254, Centro, Pirassununga - Sp",Pirassununga,SP,,,-21.9958761,-47.4279978
APS São João Da Boa Vista,"Rua Prudente De Moraes, 422, Centro, São João Da Boa Vista - Sp",São João Da Boa Vista,SP,,,-21.9714431,-46.79356
APS São José Do Rio Pardo,"Av. Nove De Julho, 80, Centro, São José Do Rio Pardo - Sp",São José Do Rio Pardo,SP,,,-21.5973454,-46.8935488
APS Porto Ferreira,"Rua João Mutinelli 585, Centro, Porto Ferreira - Sp",Porto Ferreira,SP,,,-21.8577833,-47.4858614
APS Santa Cruz Das Palmeiras,,Santa Cruz Das Palmeiras,SP,,,,
APS Casa Branca,,Casa Branca,SP,,,,
APS Descalvado,,Descalvado,SP,,,-21.9196637,-47.5850194
APS Tambaú,"Rua João Godoy, 164, Centro, Tambaú - Sp",Tambaú,SP,,,-21.7048733,-47.2722924
APS Aguaí,"Rua Marechal Floriano Peixoto Nº. 708, Centro, Aguaí - Sp",Aguaí,SP,,,-22.0594527,-46.9742343
APS Barretos,"Av. 17, Centro, Barretos - Sp",Barretos,SP,,,-20.5599785,-48.5687506
APS Catanduva,"Rua Brasil, 241, Centro, Catanduva - Sp",Catanduva,SP,,,-21.1328857,-48.9707984
APS Fernandópolis,"Rua Rio De Janeiro 1488, Centro, Fernandópolis - Sp",Fernandópolis,SP,,,-20.2789679,-50.2524712
APS General Salgado,"Av. Diogo Garcia Carmona, 1184, Centro, General Salgado - Sp",General Salgado,SP,,,-20.6420351,-50.3621523
APS Jales,"Av. Joao Amadeu 2221, Centro, Jales - Sp",Jales,SP,,,-20.2699384,-50.5513525
APS Mirassol,"Rua D. Pedro Ii, 2191, Centro, Mirassol - Sp",Mirassol,SP,,,-21.6847554,-49.7444788
APS Olímpia,"Rua Floriano Peixoto, 1228, Centro, Olímpia - Sp",Olímpia,SP,,,-20.7368202,-48.91630809999999
APS São José Do Rio Preto,"Rua Delegado Pinto De Toledo, 740, Parque Industrial, São José Do Rio Preto - Sp",São José Do Rio Preto,SP,,,-20.8011214,-49.3961059
APS Votuporanga,"Rua Santa Catarina, 3580, Patrimonio Velho, Votuporanga - Sp",Votuporanga,SP,,,-20.4218563,-49.9726346
APS Nhandeara,"Rua Cônego Domingos Planillo, 537, Centro, Nhandeara - Sp",Nhandeara,SP,,,-20.6928901,-50.04033510000001
APS Monte Aprazível,"Rua Osvaldo Cruz, 330, Centro, Monte Aprazível - Sp",Monte Aprazível,SP,,,-20.7726916,-49.7127178
APS Novo Horizonte/Sp,"Rua Henrique Dias 855, Centro, Novo Horizonte - Sp",Novo Horizonte,SP,,,-21.4708736,-49.22628659999999
APS Santa Fé Do Sul,"Av. Navarro De Andrade, 30, Centro, Santa Fé Do Sul - Sp",Santa Fé Do Sul,SP,,,-20.2163922,-50.9273939
APS Guaíra/Sp,"Avenida 15, 937- A, Centro, Guaíra - Sp",Guaíra,SP,,,-20.3222003,-48.3080401
APS José Bonifácio,"Av. José Antonio Pinto, 962, Centro, José Bonifácio - Sp",José Bonifácio,SP,,,-21.0424199,-49.6972313
APS São José Do Rio Preto - Boa Vista,"Av. Bady Bassitt 3268, Boa Vista, São José Do Rio Preto - Sp",São José Do Rio Preto,SP,,,-20.810371,-49.385338
APS Tanabi,"R: Benedito Sampaio, 565, Centro, Tanabi - Sp",Tanabi,SP,,,-20.6285138,-49.654542
APS Campos Do Jordão,"Av.Frei Orestes Girardi, 1805, Vila Abernessia, Campos Do Jordão - Sp",Campos Do Jordão,SP,,,-22.7354061,-45.5875929
APS Caraguatatuba,"Rua Dr Altino Arantes, 610, Centro, Caraguatatuba - Sp",Caraguatatuba,SP,,,-23.6211353,-45.4083096
APS Jacareí,"R. Antonio Afonso, 237, Centro, Jacareí - Sp",Jacareí,SP,,,-23.3063999,-45.9708185
APS São José Dos Campos,"Av. Dr. João Guilhermino, 84, Centro, São José Dos Campos - Sp",São José Dos Campos,SP,,,-23.1878098,-45.8853753
APS São Sebastião/Sp,"Rua Sebastião Silvestre Neves, 82, Centro, São Sebastião - Sp",São Sebastião,SP,,,-23.8039094,-45.4004237
APS Itapetininga,"Rua Coronel Pedro Dias Batista, 1345, Centro, Itapetininga - Sp",Itapetininga,SP,,,-23.5903458,-48.0440157
APS Itapeva/Sp,"Rua Teofilo David Muzel, 186, Vila Ophelia, Itapeva - Sp",Itapeva,SP,,,-23.9856638,-48.8800168
APS Itu,"Praça Padre Miguel, 18, Centro, Itu - Sp",Itu,SP,,,-23.2632304,-47.3007332
APS Salto,"Avenida D. Pedro Ii, 1196, Centro, Salto - Sp",Salto,SP,,,-23.2007182,-47.2987546
APS São Roque,"Av. John Kennedy, 405, Centro, São Roque - Sp",São Roque,SP,,,-23.5300164,-47.132139
APS Sorocaba,"Rua Nogueira Martins, 141, Centro, Sorocaba - Sp",Sorocaba,SP,,,-23.5019156,-47.4573624
APS Tatuí,"Rua Cônego Demétrio, 378, Centro, Tatuí - Sp",Tatuí,SP,,,-23.3487654,-47.8476027
APS Votorantim,"Rua João Walter, 286, Centro, Votorantim - Sp",Votorantim,SP,,,-23.5441582,-47.450658
APS Boituva,"Rua Gustavo Sartorelli, 76, Centro, Boituva - Sp",Boituva,SP,,,-23.2879105,-47.6792488
APS Sorocaba - Zona Norte,"Avenida Itavuvu, 223, Vila Olimpia, Sorocaba - Sp",Sorocaba,SP,,,-23.482255,-47.472839
APS Capão Bonito,"Rua Capitao Firmino G. De Almeida, 71, Vila Santa Rosa, Capão Bonito - Sp",Capão Bonito,SP,,,-24.0110592,-48.3476891
APS Piedade,"Rua José Baptista, 95, Centro, Piedade - Sp",Piedade,SP,,,-23.7067484,-47.4226651
APS Apiaí,"Rua Dr. Augusto Do Amaral, 347, Centro, Apiaí - Sp",Apiaí,SP,,,-24.5142448,-48.8452138
APS Guapiara,"Rua Antonio De Oliveira, 140, Centro, Aracaju - Se",Aracaju,SE,,,-10.9265404,-37.0731147
APS Itararé,"Rua Campos Salles, 1350, Centro, Itararé - Sp",Itararé,SP,,,-24.1163292,-49.3331575
APS Porto Feliz,"Avenida Milton Bistafa, 90, Centro, Porto Feliz - Sp",Porto Feliz,SP,,,-23.2190728,-47.5224796
APS São Miguel Arcanjo,"Rua Benedito Nunes Ratto, Nº 180, Centro, São Miguel Arcanjo - Sp",São Miguel Arcanjo,SP,,,-23.8817979,-47.9948358
APS Cabreúva,"Rua Paraíba, 194, Jacare - Jacare, Cabreúva - Sp",Cabreúva,SP,,,-23.2542404,-47.05742
APS Pilar Do Sul,"Avenida Padre Benedito Mariano, 308, Campo Grande, Pilar Do Sul - Sp",Pilar Do Sul,SP,,,-23.8057,-47.7333422
APS Salto De Pirapora,"Rua Pedro Pires De Mello, 228, Centro, Salto De Pirapora - Sp",Salto De Pirapora,SP,,,-23.659523,-47.5781731
APS Aparecida/Sp,"Pç Pe Victor Coelho De Almeida 251/255, Centro, Aparecida - Sp",Aparecida,SP,,,-22.8469227,-45.2316701
APS Caçapava,"Av. Brasil Nº 15, Vila Antonio Augusto Luiz, Caçapava - Sp",Caçapava,SP,,,-23.109538,-45.7087304
APS Cruzeiro,"Rua Dr Othon Barcellos, 181, Centro, Cruzeiro - Sp",Cruzeiro,SP,,,-22.5833189,-44.9597004
APS Guaratinguetá,"Av. Doutor Ariberto Pereira Da Cunha, 330, Portal Das Colinas, Guaratinguetá - Sp",Guaratinguetá,SP,,,-22.8052332,-45.1909765
APS Lorena,"Rua Doutor Francisco Azevedo Nunes, Jardim Margarida, Lorena - Sp",Lorena,SP,,,-22.7329484,-45.1169882
APS Pindamonhangaba,"Rua Antonio De Padua Costa, 170, Centro, Pindamonhangaba - Sp",Pindamonhangaba,SP,,,-22.9268984,-45.4673549
APS Taubaté,"Dona Chiquinha De Mattos, 370, Centro, Taubaté - Sp",Taubaté,SP,,,-23.0252345,-45.556045
APS Ubatuba,"Rua Da Conceição 697, Centro, Ubatuba - Sp",Ubatuba,SP,,,-23.4349426,-45.0766897
APS Cachoeira Paulista,"Rua Dr Rocha Junior 288, Centro, Cachoeira Paulista - Sp",Cachoeira Paulista,SP,,,-22.6694302,-45.0119943
APS Cunha,"Rua Governador Mario Covas, Centro, Cunha - Sp",Cunha,SP,,,-23.0725354,-44.9583105
APS Aracaju - Ivo Do Prado,"Av. Ivo Do Prado, 448, Centro, Aracaju - Se",Aracaju,SE,,,-10.9180155,-37.0472606
APS Aracaju - Siqueira Campos,"Rua Florianópolis, 349, Siqueira Campos, Aracaju - Se",Aracaju,SE,,,-10.9146337,-37.0713019
APS Estância,,Estância,SE,,,,
APS Itabaiana/Se,"Av. Ivo De Carvalho - 296, Centro, Itabaiana - Se",Itabaiana,SE,,,-10.6878484,-37.42640230000001
APS Lagarto,"Praça Rui Mendes, 21, Centro, Lagarto - Se",Lagarto,SE,,,-10.9167978,-37.6692097
APS Neópolis,"Rua Major Gomes De Assunção S/N, Centro, Neópolis - Se",Neópolis,SE,,,-10.2913994,-36.5854184
APS Propriá,"Rua Engenheiro Arquibaldo Silveira, 115, Centro, Propriá - Se",Propriá,SE,,,-10.2145698,-36.840534
APS Tobias Barreto,"Rua José Felipe, S/N, Centro, Tobias Barreto - Se",Tobias Barreto,SE,,,-11.1813481,-38.0036565
APS Nossa Senhora Da Glória,,Nossa Senhora Da Glória,SE,,,,
APS São Cristovão,"Rua Pereira Lobo, 57, Centro, São Cristovão - Se",São Cristovão,SE,,,-11.0128426,-37.2066983
APS Itabaianinha,"Rua Francisco Severo S/N, Centro, Itabaianinha - Se",Itabaianinha,SE,,,-11.2802223,-37.7901251
APS Poço Redondo,"Av. 31 De Março, S/N, Centro, Poço Redondo - Se",Poço Redondo,SE,,,-9.8099677,-37.6816355
APS Poço Verde,"Rua João Jose Do Rosário, S/N, Centro, Poço Verde - Se",Poço Verde,SE,,,-10.7158378,-38.1765168
APS Canindé De São Francisco,"Av. Ananias Fernandes Dos Santos S/N, Centro, Canindé De São Francisco - Se",Canindé De São Francisco,SE,,,-9.6603632,-37.7907134
APS Capela/Se,"Av. Monsenhor Eraldo Barbosa, Centro, Capela - Se",Capela,SE,,,-10.5003861,-37.0521064
APS Nossa Senhora Das Dores,"Av.Paulo Vasconcelos, Centro, Nossa Senhora Das Dores - Se",Nossa Senhora Das Dores,SE,,,-10.4893095,-37.1977624
APS Umbaúba,"Rua Estância, S/N Br 101, Centro, Umbaúba - Se",Umbaúba,SE,,,-11.3768452,-37.6601292
APS Porto Da Folha,"Rua Major Jose João Gonçalves, S/Nr, Centro, Porto Da Folha - Se",Porto Da Folha,SE,,,-7.119561399999999,-34.8817282
APS Brasília - Gama,"Quadra 40 Lote 01 03, Setor Leste (Gama), Brasília - Gama - Df",Brasília - Gama,DF,,,-16.0508894,-47.9772762
APS Brasília - Planaltina,"Quadra 1 Bloco H, Setor Comercial Central (Planaltina), Brasília - Planaltina - Df",Brasília - Planaltina,DF,,,-15.7975608,-47.8919122
APS Brasília - Asa Sul,"Crs 502 Bloco B, Asa Sul, Brasília - Asa Sul - Df",Brasília - Asa Sul,DF,,,-15.8007875,-47.89353819999999
APS Brasília - Sobradinho,"Qd. Central Área Admin Bl H, S/N, Sobradinho, Brasília - Sobradinho - Df",Brasília - Sobradinho,DF,,,-15.7936771,-47.88347359999999
APS Brasília - Taguatinga,"Cnb 02 Lote 01, Taguatinga Norte (Taguatinga), Brasília - Taguatinga - Df",Brasília - Taguatinga,DF,,,-15.806118,-48.0850867
APS Luziânia,"Alameda Santa Maria S/Nº, Setor Aeroporto, Luziânia - Go",Luziânia,GO,,,-16.2658492,-47.9555937
APS Brasília - Ceilândia,"Qnm 17 Conjunto A, Ceilandia Sul (Ceilandia), Brasília - Ceilândia - Df",Brasília - Ceilândia,DF,,,-15.8173625,-48.1009886
APS Unaí,"Av. Gov. Valadares, Nº 722, Centro, Unaí - Mg",Unaí,MG,,,-16.359775,-46.9043728
APS Formosa,"Rua Herculano Lobo, Centro, Formosa - Go",Formosa,GO,,,-15.5425062,-47.3364969
APS Atendimento Acordos Internacionais Brasília,"Av. W3 Sul Crs 502 Bloco B Lote 08 A 12, Asa Sul, Atendimento Acordos Internacionais Brasília - Df",Atendimento Acordos Internacionais Brasília,DF,,,-15.8006642,-47.8937906
APS Brasília - Na Hora Ceilândia,"Qnm 11 Area Especial Lote 03, Ceilandia Sul (Ceilandia), Brasília - Na Hora Ceilândia - Df",Brasília - Na Hora Ceilândia,DF,,,-15.8067496,-48.0854887
APS Posse,,Posse,GO,,,,
APS Valparaíso De Goiás,"Rua 60 Area 5 A, Jardim Ceu Azul, Valparaíso De Goiás - Go",Valparaíso De Goiás,GO,,,-16.0574787,-48.004338
APS Cristalina,,Cristalina,GO,,,,
APS Buritis/Mg,"Rua Jardim Quadra 23, Centro, Buritis - Mg",Buritis,MG,,,-15.6288264,-46.4298542
APS Padre Bernardo,,Padre Bernardo,GO,,,,
APS Santo Antônio Do Descoberto,"Quadra 75-A, Centro, Santo Antônio Do Descoberto - Go",Santo Antônio Do Descoberto,GO,,,-15.9469986,-48.26174959999999
APS Cidade Ocidental,"Sq 10 Quadra 8 Lote 44, Centro, Cidade Ocidental - Go",Cidade Ocidental,GO,,,-16.0723166,-47.9827391
APS Cruzeiro Do Sul,"Avenida Rodrigues Alves 286, Centro, Cruzeiro Do Sul - Ac",Cruzeiro Do Sul,AC,,,-7.633117299999999,-72.66657479999999
APS Rio Branco - Bosque,"Rua Alvorada - 271, Bosque, Rio Branco - Ac",Rio Branco,AC,,,-9.9608452,-67.8136119
APS Rio Branco - Centro,"Av. Getulio Vargas - 647, Centro, Rio Branco - Ac",Rio Branco,AC,,,-9.971517300000002,-67.8111578
APS Brasiléia,"Rua Odilom Pratagy, 78, Centro, Brasiléia - Ac",Brasiléia,AC,,,-11.0144932,-68.74871089999999
APS Tarauacá,"Rua Dr° Sansão Gomes N° 91, Centro, Tarauacá - Ac",Tarauacá,AC,,,-8.1604535,-70.76323
APS Feijó,"Avenida Plácido De Castro, Centro, Feijó - Ac",Feijó,AC,,,-8.1671631,-70.3553952
APS Sena Madureira,"Rua Virgulino De Alencar, 542, Centro, Sena Madureira - Ac",Sena Madureira,AC,,,-9.0709765,-68.6549797
APS Macapá,"Rua General Rondon Nº 1039, Juliao Ramos, Macapá - Ap",Macapá,AP,,,0.0386533,-51.0553467
APS Amapá,,Amapá,AP,,,,
APS Laranjal Do Jari,"Rua Rio Jari Nº 1183, Agreste, Laranjal Do Jari - Ap",Laranjal Do Jari,AP,,,-0.8439369999999999,-52.5202867
APS Santana/Ap,"Rua Pedro Salvador Diniz, Hospitalidade, Santana - Ap",Santana,AP,,,-0.0436708,-51.1704035
APS Porto Grande,"Av.: Mario Cruz S/N, Centro, Porto Grande - Ap",Porto Grande,AP,,,0.7088814,-51.4104271
APS Oiapoque,,Oiapoque,AP,,,,
APS Ariquemes,"Av. Juscelino Kubitschek, Setor Institucional, Ariquemes - Ro",Ariquemes,RO,,,-9.9123412,-63.0318576
APS Cacoal,"Rua General Osorio - De 275 A 509, Princesa Isabel, Cacoal - Ro",Cacoal,RO,,,-11.4420094,-61.4430935
APS Colorado Do Oeste,"Rua Pontiguara, 3914, Centro, Colorado Do Oeste - Ro",Colorado Do Oeste,RO,,,-13.1217593,-60.5440193
APS Ji-Paraná,"Rua Presidente Vargas - De 904 A 1076, Centro, Ji-Paraná - Ro",Ji-Paraná,RO,,,-10.8677785,-61.9717408
APS Ouro Preto Do Oeste,,Ouro Preto Do Oeste,RO,,,,
APS Porto Velho - Embratel,"Av. Governador Jorge Teixeira - 3325, Liberdade, Porto Velho - Ro",Porto Velho,RO,,,-8.7404156,-63.89053709999999
APS Rolim De Moura,"Rua Rio Branco, 4466, Centro, Rolim De Moura - Ro",Rolim De Moura,RO,,,-11.7211175,-61.77319720000001
APS Vilhena,"Av. Rony De Castro Pereira, 3927, Jardim America, Vilhena - Ro",Vilhena,RO,,,-12.735249,-60.1367024
APS Guajará-Mirim,,Guajará-Mirim,RO,,,,
APS Jaru,,Jaru,RO,,,,
APS Pimenta Bueno,"Avenida Castelo Branco, 460, Centro, Pimenta Bueno - Ro",Pimenta Bueno,RO,,,-11.6761888,-61.1863986
APS Nova Brasilândia,"Av. Jk, 3674, Centro, Nova Brasilândia - Ro",Nova Brasilândia,RO,,,-11.725997,-62.3310542
APS Machadinho Do Oeste,"Av. Diomero Morais Borba, 2808, Centro, Machadinho Do Oeste - Ro",Machadinho Do Oeste,RO,,,-9.4273101,-62.0025546
APS Espigão Do Oeste,"Rua Acre Nr 2811, Centro, Espigão Do Oeste - Ro",Espigão Do Oeste,RO,,,-11.5341247,-61.0185096
APS Presidente Medici/Ro,"Av. Porto Velho, 1123, Centro, Presidente Medici - Ro",Presidente Medici,RO,,,-11.1744747,-61.9063972
APS Alta Floresta D Oeste,"Av. Brasil, 3374, Centro, Alta Floresta D Oeste - Ro",Alta Floresta D Oeste,RO,,,-11.9294247,-62.0127215
APS Buritis/Ro,"Rua Rondônia, 2251, Setor 3, Buritis/Ro - Ro",Buritis/Ro,RO,,,-10.2005784,-63.83388479999999
APS São Miguel Do Guaporé,"Av. 16 De Junho, C/C Av. Noroeste, S/N, Centro, São Miguel Do Guaporé - Ro",São Miguel Do Guaporé,RO,,,-11.6974688,-62.7153352
APS Nova Mamoré,"Av. Desidério Domingos Lopes, 3000, Centro, Nova Mamoré - Ro",Nova Mamoré,RO,,,-10.3963786,-65.3250055
APS Boa Vista/Rr,"Av. Glaycon De Paiva, 132, Centro, Boa Vista - Rr",Boa Vista,RR,,,2.8204027,-60.67485070000001
APS Caracaraí,"Av. Dr. Zanny, S/N, Centro, Caracaraí - Rr",Caracaraí,RR,,,1.8172089,-61.1276426
APS Rorainópolis,"Rua Valdenor Maciel, 347, Centro, Rorainópolis - Rr",Rorainópolis,RR,,,0.9444192,-60.42850869999999
APS Alto Alegre/Rr,"Avenida Primeiro De Julho, Centro, Alto Alegre - Rr",Alto Alegre,RR,,,2.9912248,-61.3133534
APS Araguaína,"Rua Gaucha 351, Setor Central, Araguaína - To",Araguaína,TO,,,-7.189621600000001,-48.2132468
APS Gurupi,"Av. Rio De Janeiro, 1527, Setor Central, Gurupi - To",Gurupi,TO,,,-11.7234322,-49.0767452
APS Miracema Do Tocantins,,Miracema Do Tocantins,TO,,,,
APS Palmas/To,"201 Sul, Conjunto 02, Lote 05, Plano Diretor Sul, Palmas - To",Palmas,TO,,,-10.192646,-48.3338558
APS Araguatins,"Rua Bartolomeu Bueno Da Silva, Nº 1.111, Setor Central, Araguatins - To",Araguatins,TO,,,-5.650531200000001,-48.1156654
APS Arraias,"Av. Jk, Quadra S, Lote 2D/2E, Setor Central, Arraias - To",Arraias,TO,,,-11.7288556,-49.0723613
APS Dianópolis,,Dianópolis,TO,,,,
APS Paraíso Do Tocantins,,Paraíso Do Tocantins,TO,,,,
APS Porto Nacional,,Porto Nacional,TO,,,,
APS Tocantinópolis,"Rua Horacio Negreiro Qd. 93 Lote 04A, Setor Central, Tocantinópolis - To",Tocantinópolis,TO,,,-6.3272597,-47.4301085
APS Colinas Do Tocantins,"Rua 07, Quadra 33 A, Lote 05 B, Setor Central, Colinas Do Tocantins - To",Colinas Do Tocantins,TO,,,-7.1898113,-48.2070182
APS Guaraí,"Rua Oito, Setor Central, Guaraí - To",Guaraí,TO,,,-8.838090700000002,-48.5123571
APS Itacoatiara,"Avenida Antonio Serudo Martins, 878, Jauari I, Itacoatiara - Am",Itacoatiara,AM,,,-3.1349372,-58.4451872
APS Manaus - Porto,"Rua Leovegildo Coelho, Centro, Manaus - Am",Manaus,AM,,,-3.1384751,-60.0215028
APS Manaus - Centro,"Rua Da Instalação, 149, Centro, Manaus - Am",Manaus,AM,,,-3.1332555,-60.0261755
APS Manaus - Cidade Nova,"Av. Noel Nutells, 1.111, Cidade Nova, Manaus - Am",Manaus,AM,,,-3.0341939,-59.9936051
APS Manaus - Codajás,"Av. Marcos Da Silveira, S/N, Sao Francisco, Manaus - Am",Manaus,AM,,,-3.115649,-60.0021493
APS Manaus - Compensa,"Rua Izaurina Braga, S/N, Compensa, Manaus - Am",Manaus,AM,,,-3.1011396,-60.0542305
APS Manaus - Aleixo,"Av. André Araújo, Nº 2335, Aleixo, Manaus - Am",Manaus,AM,,,-3.1044474,-60.0001761
APS Manaus - São José,"Rua Barreirinha, 253 - S. J. Operário Ii, Sao Jose Operario, Manaus - Am",Manaus,AM,,,-3.0733137,-59.9566473
APS Parintins,"Rua Pedro Goncalves, Raimundo Muniz, Parintins - Am",Parintins,AM,,,-2.630945,-56.7326081
APS Manacapuru,"Avenida Eduardo Ribeiro, 457, Centro, Manacapuru - Am",Manacapuru,AM,,,-3.299794,-60.6251864
APS Maués,,Maués,AM,,,,
APS Autazes,"Rua Francisco Barroncas S/N, Santa Luzia, Autazes - Am",Autazes,AM,,,-3.5844818,-59.1298431
APS Presidente Figueiredo,"Br 174 Km 107 S/N, Centro, Presidente Figueiredo - Am",Presidente Figueiredo,AM,,,-2.0516612,-60.02450649999999
APS Boca Do Acre,"Rua Bl02, Lote 04, Quadra 36, Plato Do Piquia, Boca Do Acre - Am",Boca Do Acre,AM,,,-8.7725226,-67.33219919999999
APS São Gabriel Da Cachoeira,"Avenida 31 De Março S/N, Centro, São Gabriel Da Cachoeira - Am",São Gabriel Da Cachoeira,AM,,,-0.1333808,-67.0874815
APS Iranduba,"Avenida Solimões S/N, Centro, Iranduba - Am",Iranduba,AM,,,-3.2776982,-60.1897711
APS Rio Preto Da Eva,"Rua Governador Pimenta Bueno, Centro, Rio Preto Da Eva - Am",Rio Preto Da Eva,AM,,,-2.6981994,-59.69936180000001
APS Nova Olinda Do Norte,"Rua Getulio Vargas Bairro Nsa Sra Fatima, Centro, Nova Olinda Do Norte - Am",Nova Olinda Do Norte,AM,,,-3.8884748,-59.0919786
APS Manicoré,"Rua Santos Dumond Bairro Auxiliadora, Centro, Manicoré - Am",Manicoré,AM,,,-5.8131866,-61.29898999999999
APS Tefé,"Rua Joaquim Nabuco - 92, Santo Antonio, Tefé - Am",Tefé,AM,,,-3.3511004,-64.71013040000001
APS Benjamin Constant,"R. Castelo Branco, 346, Centro, Benjamin Constant - Am",Benjamin Constant,AM,,,-4.37794,-70.01273030000002
APS Coari,"Rua Jonathas Pedrosa 138, Centro, Coari - Am",Coari,AM,,,-4.0918786,-63.14228689999999
APS Eirunepé,"Rua Otaviano Melo S/N, Centro, Eirunepé - Am",Eirunepé,AM,,,-6.6564491,-69.875738
APS Tabatinga/Am,"R. Rui Barbosa 846, Centro, Tabatinga - Am",Tabatinga,AM,,,-4.2259251,-69.927179
APS Lábrea,"Travessa Padre Monteiro S/N, Centro, Lábrea - Am",Lábrea,AM,,,-7.2610831,-64.7968261
APS Santo Antônio Do Içá,,Santo Antônio Do Içá,AM,,,,
APS Camaçari,"Avenida Do Contorno, 400, Dois De Julho, Camaçari - Ba",Camaçari,BA,,,-12.7073296,-38.3231594
APS Salvador - Bonfim,"Av. Dendezeiros Do Bonfim, 141, Bonfim, Salvador - Ba",Salvador,BA,,,-12.930467,-38.5070921
APS Salvador - Brotas,"Rua Ariston Bertino De Carvalho, Brotas, Salvador - Ba",Salvador,BA,,,-12.9871021,-38.48336
APS Salvador - Comércio,"Rua Da Polonia, Comercio, Salvador - Ba",Salvador,BA,,,-12.9700128,-38.5113055
APS Salvador - Centro Histórico,"Rua Jose Goncalves Ed Otacilio Gualberto, Centro, Salvador - Ba",Salvador,BA,,,-12.9744161,-38.5115281
APS Salvador - Itapuã,"Av. Dorival Caymmi 495, Itapua, Salvador - Ba",Salvador,BA,,,-12.9389124,-38.3621323
APS Salvador - Mercês,"Av. Sete De Setembro 1078, Dois De Julho, Salvador - Ba",Salvador,BA,,,-12.9851726,-38.5191132
APS Salvador - Periperi,"Rua Da Gloria, Periperi, Salvador - Ba",Salvador,BA,,,-12.8618843,-38.4696004
APS Salvador - Rua Odilon Dórea,"Rua Odilon Dorea S/N Terreo, Brotas, Salvador - Ba",Salvador,BA,,,-12.9868777,-38.4841871
APS Santo Amaro,"Avenida Ferreira Bandeira S/N, Centro, Santo Amaro - Ba",Santo Amaro,BA,,,-12.5508484,-38.7090809
APS Alagoinhas,"Rua Silva Jardim, Silva Jardim, Alagoinhas - Ba",Alagoinhas,BA,,,-12.1377392,-38.4346936
APS Esplanada,"Rua Pedro Moreira De Souza, Centro, Esplanada - Ba",Esplanada,BA,,,-11.7956851,-37.9447996
APS Lauro De Freitas,"Rua Romualdo De Brito N 08, Centro, Lauro De Freitas - Ba",Lauro De Freitas,BA,,,-12.8955267,-38.325032
APS Candeias - Desativada,"Av. Ernani Oliveira Rocha, 2.512, Centro, Candeias - Ba",Candeias,BA,,,-12.5143131,-38.4965251
APS Catu,"Avenida Geonisio Barroso, Centro, Catu - Ba",Catu,BA,,,-12.3624052,-38.3836617
APS Dias D Avila,,Dias D Avila,BA,,,,
APS Mata De São João,"Praça Barao Acu Da Torre, Centro, Mata De São João - Ba",Mata De São João,BA,,,-12.5296954,-38.2963484
APS Pojuca,"Rua J J Seabra S/N, Centro, Pojuca - Ba",Pojuca,BA,,,-12.4323937,-38.3267191
APS São Sebastião Do Passé,"Av. Ernani Oliveira Rocha, 2.512, Centro, São Sebastião Do Passé - Ba",São Sebastião Do Passé,BA,,,-12.5143131,-38.4965251
APS Simões Filho,"Av. Walter Aragão De Souza, Centro, Simões Filho - Ba",Simões Filho,BA,,,-12.7852154,-38.3741902
APS Barreiras,"Av. Cleriston Andrade -743, Juscelino Kubitschek, Barreiras - Ba",Barreiras,BA,,,-12.1444786,-44.9895176
APS Bom Jesus Da Lapa,,Bom Jesus Da Lapa,BA,,,,
APS Boquira,"Av. Do Acesso, S/N, Centro, Boquira - Ba",Boquira,BA,,,-12.8211547,-42.73121159999999
APS Xique-Xique,"Av. Cicinato Figueiredo Santos, S/N, Centro, Xique-Xique - Ba",Xique-Xique,BA,,,-10.8236971,-42.7209825
APS Barra,,Barra,BA,,,,
APS Ibotirama,"Rua General Teixeira Lott, Centro, Ibotirama - Ba",Ibotirama,BA,,,-12.1819149,-43.2202574
APS São Félix Do Coribe,"Av. Ernesto Geisel, 55, Centro, São Félix Do Coribe - Ba",São Félix Do Coribe,BA,,,-13.3996833,-44.1961365
APS Serra Do Ramalho,"Rua Rio De Janeiro S/N, Centro, Serra Do Ramalho - Ba",Serra Do Ramalho,BA,,,-13.5413338,-43.5774778
APS Santana/Ba,"Rua Barão Do Rio Branco, 05, Centro, Santana/Ba - Ba",Santana/Ba,BA,,,-12.2550087,-38.9725679
APS Santa Maria Da Vitória,"Rua Castelo Branco, Centro, Santa Maria Da Vitória - Ba",Santa Maria Da Vitória,BA,,,-13.3845079,-44.1972443
APS Paratinga,"Avenida José Duarte Porto, Qd. 04 S/N, Centro, Paratinga - Ba",Paratinga,BA,,,-12.6932095,-43.1843294
APS São Desidério,,São Desidério,BA,,,,
APS Formosa Do Rio Preto,"Av. Matriz, N.º 438, Centro, Formosa Do Rio Preto - Ba",Formosa Do Rio Preto,BA,,,-11.0488716,-45.1933927
APS Santa Rita De Cassia,"Rua Maria Laurinda, Centro, Santa Rita De Cassia - Ba",Santa Rita De Cassia,BA,,,-10.9987144,-44.5121765
APS Riachão Das Neves,"Rua Presidente Vargas 1000, Centro, Riachão Das Neves - Ba",Riachão Das Neves,BA,,,-11.74676,-44.9096615
