NOME, ENDERECO, CIDADE, UF, CEP, TELEFONE, LATITUDE, LONGITUDE
"APS TACARATU,""RUA ANTONIO FREITAS DE SA, 353"",TACARATU,PE,,,-9.1039217,-38.1511043"
"APS BELÉM DE SÃO FRANCISCO,""AV. GETULIO VARGAS, SN"",BELÉM DE SÃO FRANCISCO,PE,,,-8.750877899999999,-38.9626062"
"APS SANTA MARIA DA BOA VISTA,""RUA PROFESSOR RAIMUNDO COIMBRA FILHO, SN"",SANTA MARIA DA BOA VISTA,PE,,,-8.8041483,-39.8287569"
"APS LAGOA GRANDE/PE,""QUADRA AB - 28, AC LOT. MORADA NOVA"",LAGOA GRANDE,PE,,,,"
"APS CAMPO MAIOR,""PRAÇA AARÃO SANTANA, 203"",CAMPO MAIOR,PI,,,-4.842104099999999,-42.1776165"
"APS CURIMATÁ,""RUA BARÃO DO PARAIM, 89"",CURIMATÁ,PI,,,-10.0342116,-44.3032291"
"APS FLORIANO,""AV. JOÃO LUÍZ FERREIRA, 75"",FLORIANO,PI,,,-6.7641817,-43.0227917"
"APS LUZILÂNDIA,""RUA 28 DE JULHO, 399"",LUZILÂNDIA,PI,,,-3.4597581,-42.3728624"
"APS PARNAÍBA,""RUA HUMBERTO DE CAMPOS, 512"",PARNAÍBA,PI,,,-2.9058294,-41.7784474"
APS PICOS,R CORONEL FRANCISCO SANTOS,PICOS,PI,,,-7.0839326,-41.4694741
"APS PIRIPIRI,""RUA AUGUSTO SEVERO, 531"",PIRIPIRI,PI,,,-6.769245199999999,-43.0207043"
"APS SÃO JOÃO DO PIAUÍ,""RUA FRANCISCO DAMASCENO, S/Nº"",SÃO JOÃO DO PIAUÍ,PI,,,-8.3535154,-42.2574298"
APS SÃO RAIMUNDO NONATO,PRAÇA FRANCISCO FREIRIA 1477,SÃO RAIMUNDO NONATO,PI,,,-9.0151562,-42.6886131
APS TERESINA - AEROPORTO,R PRIMEIRO DE MAIO 3050,TERESINA,PI,,,-5.061865399999999,-42.8163478
"APS TERESINA - ALCINO JÚNIOR,""RUA DAVID CALDAS, 113/SUL"",TERESINA,PI,,,-5.0921159,-42.81219369999999"
"APS TERESINA - CENTRO,""RUA AREOLINO DE ABREU,1015"",TERESINA,PI,,,-5.0895499,-42.8169528"
APS TERESINA - LESTE,AV JOAO XXIII 3231,TERESINA,PI,,,-5.0812784,-42.7690169
APS ÁGUA BRANCA/PI,RUA VEREADOR ABEL PEREIRA,ÁGUA BRANCA,PI,,,-5.891933,-42.6399089
"APS TERESINA - SUL,""RUA SETE DE SETEMBRO/SUL, 2786"",TERESINA,PI,,,-5.1141798,-42.8014401"
"APS VALENÇA DO PIAUÍ,""RUA EURIPEDES MARTINS, 274"",VALENÇA DO PIAUÍ,PI,,,-6.402739599999999,-41.74171339999999"
"APS CRISTINO CASTRO,""RUA MARCOS PARENTE, 1005"",CRISTINO CASTRO,PI,,,-8.819640699999999,-44.2238321"
"APS OEIRAS,""RUA ANDRÉ HOLANDA, 368"",OEIRAS,PI,,,-7.0144867,-42.1288116"
APS CORRENTE,AV MANOEL LOURENÇO CAVALCANTE SN,CORRENTE,PI,,,-10.4357069,-45.1787393
APS BARRAS,RUA MARECHAL PIRES FERREIRA S/N,BARRAS,PI,,,-4.2435538,-42.2934165
"APS PEDRO II,""RUA EPIFÂNIO JETIRANA, Nº 216"",PEDRO II,PI,,,-4.4219569,-41.4580293"
APS UNIÃO,RUA JOSÉ MEDEIROS DE MELO S/N,UNIÃO,PI,,,-8.322948799999999,-43.1747162
APS JOSÉ DE FREITAS,RUA JOSÉ DA COSTA OLIVEIRA SOBRINHO S/N,JOSÉ DE FREITAS,PI,,,-4.762054,-42.5838114
"APS MIGUEL ALVES,""RUA DES. SIMPLICIO MENDES, S/N"",MIGUEL ALVES,PI,,,-4.1706015,-42.8947096"
APS BATALHA/PI,AV. INÁCIO FARIAS S/N,BATALHA,PI,,,-4.0202286,-42.0814734
APS ESPERANTINA/PI,RUA CEL. SILVESTRE LOPES S/N,ESPERANTINA,PI,,,-3.8920981,-42.2347873
APS PIRACURUCA,AVENIDA DEPUTADO PINHEIRO MACHADO S/N,PIRACURUCA,PI,,,-3.9280114,-41.7230419
APS ALTOS,RUA DOMINGOS FÉLIX DO MONTE S/N,ALTOS,PI,,,-5.0406449,-42.4623645
"APS CANTO DO BURITI,""RUA JOÃO DOS SANTOS, S/N"",CANTO DO BURITI,PI,,,-8.1086344,-42.9494179"
APS COCAL,RUA REINALDO MARQUES S/N,COCAL,PI,,,-3.4679958,-41.5572325
APS LUIS CORREIA,RUA LAURENTINO ARAÚJO S/N,LUIS CORREIA,PI,,,-2.8800136,-41.6659084
APS RIO DE JANEIRO - ANDRÉ MOREIRA,R PADRE ANDRE MOREIRA 31,RIO DE JANEIRO,RJ,,,-22.9026086,-43.2756537
"APS RIO DE JANEIRO - CENTRO,""AV. MARECHAL FLORIANO, 199"",RIO DE JANEIRO,RJ,,,-22.9029727,-43.186861"
"APS RIO DE JANEIRO - DEL CASTILHO,""AV. SEGAL, 206"",RIO DE JANEIRO,RJ,,,-22.8815032,-43.2780802"
"APS RIO DE JANEIRO - MÉIER,""RUA ARISTIDES CAIRE, 218"",RIO DE JANEIRO,RJ,,,-22.8970487,-43.2754549"
"APS RIO DE JANEIRO - PRAÇA DA BANDEIRA,""PRAÇA DA BANDEIRA, 96"",RIO DE JANEIRO,RJ,,,-22.9105246,-43.2136691"
"APS RIO DE JANEIRO - PRESIDENTE VARGAS,""AV. PRESIDENTE VARGAS, 418"",RIO DE JANEIRO,RJ,,,-22.9008433,-43.1793749"
"APS RIO DE JANEIRO - SÃO CRISTOVÃO,""RUA SÃO JANUÁRIO, 798"",RIO DE JANEIRO,RJ,,,-22.8932644,-43.2274351"
"APS RIO DE JANEIRO - TIJUCA,""RUA URUGUAI, 297 - A"",RIO DE JANEIRO,RJ,,,-22.928926,-43.2432245"
"APS RIO DE JANEIRO - ALMIRANTE BARROSO,""RUA ALMIRANTE BARROSO, 54 LOJA"",RIO DE JANEIRO,RJ,,,-22.9081457,-43.1759145"
"APS RIO DE JANEIRO - MARACANÃ,""RUA SÃO FRANCISCO XAVIER, Nº 324"",RIO DE JANEIRO,RJ,,,-22.9158052,-43.2304032"
"APS RIO DE JANEIRO - CIAD,""AV. PRESIDENTE VARGAS, 1997"",RIO DE JANEIRO,RJ,,,-22.9066499,-43.193443"
"APS RIO DE JANEIRO - BARRA DA TIJUCA,""AV ARMANDO LOMBARDI, Nº 385"",RIO DE JANEIRO,RJ,,,-23.0074762,-43.3086139"
"APS RIO DE JANEIRO - RAIMUNDO CORRÊA,""RUA RAIMUNDO CORREIA, 20"",RIO DE JANEIRO,RJ,,,-22.9718476,-43.1883662"
"APS RIO DE JANEIRO - COPACABANA,""AV.NOSSA SRA. COPACABANA,1049"",RIO DE JANEIRO,RJ,,,-22.9783399,-43.1908761"
APS RIO DE JANEIRO - COSME VELHO,RUA DAS LARANJEIRAS 430,RIO DE JANEIRO,RJ,,,-22.9381236,-43.19164010000001
"APS RIO DE JANEIRO - JACAREPAGUÁ,""RUA BARÃO, 207"",RIO DE JANEIRO,RJ,,,-22.9030137,-43.34719949999999"
"APS RIO DE JANEIRO - PRESIDENTE ANTÔNIO CARLOS,""AV. PRESIDENTE ANTÔNIO CARLOS, 607"",RIO DE JANEIRO,RJ,,,-22.9058255,-43.1740249"
"APS RIO DE JANEIRO - MIGUEL LEMOS,""AV. NOSSA SRA. DE COPACABANA, 1032"",RIO DE JANEIRO,RJ,,,-22.9775792,-43.1908519"
"APS RIO DE JANEIRO - ENGENHEIRO TRINDADE,""RUA ENGENHEIRO TRINDADE, 429"",RIO DE JANEIRO,RJ,,,-22.9033598,-43.5641875"
APS RIO DE JANEIRO - ILHA DO GOVERNADOR,EST DO GALEAO - 841,RIO DE JANEIRO,RJ,,,-22.8117311,-43.193172
"APS RIO DE JANEIRO - AVENIDA BRASIL,""AV BRASIL, 17673"",RIO DE JANEIRO,RJ,,,-22.8247548,-43.331643"
"APS RIO DE JANEIRO - RAMOS,""RUA JOAQUIM GOMES, 269"",RIO DE JANEIRO,RJ,,,-22.8513921,-43.2511684"
"APS RIO DE JANEIRO - LARGO DO BICÃO,""AV MERITI, 2661/A"",RIO DE JANEIRO,RJ,,,-22.8374881,-43.3100265"
"APS RIO DE JANEIRO - OLINDA ELLIS,""R OLINDA ELLIS, 801"",RIO DE JANEIRO,RJ,,,-22.9128302,-43.5458122"
"APS RIO DE JANEIRO - BANGU,""AV MINISTRO ARI FRANCO, 410"",RIO DE JANEIRO,RJ,,,-22.8713005,-43.4646091"
"APS RIO DE JANEIRO - SANTA CRUZ,""RUA FELIPE CARDOSO, 18"",RIO DE JANEIRO,RJ,,,-22.9162393,-43.6841069"
"APS RIO DE JANEIRO - REALENGO,""R MARECHAL MODESTINO, 160"",RIO DE JANEIRO,RJ,,,-22.8727131,-43.4317021"
"APS RIO DE JANEIRO - OLARIA,""RUA ANDRE AZEVEDO, 87"",RIO DE JANEIRO,RJ,,,-22.8428219,-43.2596628"
"APS BOM JESUS DO ITABAPOANA,""AV ROBERTO SILVEIRA, 102"",BOM JESUS DO ITABAPOANA,RJ,,,-21.136628,-41.675843"
APS CAMPOS DOS GOYTACAZES - GUARUS - DESATIVADA,UNIDADE DESATIVADA,CAMPOS DOS GOYTACAZES,RJ,,,-21.7614561,-41.3167841
"APS CAMPOS DOS GOYTACAZES - CENTRO,""PRAÇA SANTÍSSIMO SALVADOR, 45/47"",CAMPOS DOS GOYTACAZES,RJ,,,-21.7568181,-41.3237276"
"APS ITAPERUNA,""AV FRANCISCO SÁ TINOCO, 92"",ITAPERUNA,RJ,,,-21.2093253,-41.88767259999999"
"APS MIRACEMA,""R MARECHAL FLORIANO, 109"",MIRACEMA,RJ,,,-21.4150819,-42.1976234"
"APS SANTO ANTÔNIO DE PÁDUA,""R JOSÉ HOMEM DA COSTA, 585"",SANTO ANTÔNIO DE PÁDUA,RJ,,,-21.5354394,-42.1869132"
"APS SÃO FIDELIS,""AV SETE DE SETEMBRO, 443"",SÃO FIDELIS,RJ,,,-21.6480747,-41.7502859"
"APS CAMBUCI,""R MARIA JACOBE, SN"",CAMBUCI,RJ,,,-21.575761,-41.9121593"
"APS CARDOSO MOREIRA,""R ALEXANDRE ASSED, 87"",CARDOSO MOREIRA,RJ,,,-21.4939113,-41.6156721"
"APS ITALVA,""R CORONEL LUIZ SALLES, 152"",ITALVA,RJ,,,-21.4206189,-41.6958497"
"APS ITAOCARA,""PRAÇA CORONEL GUIMARÃES, 11"",ITAOCARA,RJ,,,-21.6671075,-42.081136"
"APS NATIVIDADE/RJ,""AV AMARAL PEIXOTO, 39"",NATIVIDADE,RJ,,,-21.0431651,-41.9752602"
"APS PORCIÚNCULA,""PRAÇA SANTO ANTÔNIO, 35"",PORCIÚNCULA,RJ,,,-20.962701,-42.0402244"
"APS SÃO JOÃO DA BARRA,""R JOAQUIM TOMÁS AQUINO FILHO, 132"",SÃO JOÃO DA BARRA,RJ,,,-21.6342281,-41.0483224"
"APS MACAÉ,""R DOUTOR FRANCISCO PORTELA, 569"",MACAÉ,RJ,,,-22.375057,-41.7803534"
"APS CASIMIRO DE ABREU,""AV. INDAIASÚ, 25"",CASIMIRO DE ABREU,RJ,,,-22.4774134,-42.2033774"
"APS CAMPOS DOS GOYTACAZES - TREZE DE MAIO,""AV TREZE DE MAIO, 70"",CAMPOS DOS GOYTACAZES,RJ,,,-21.75915,-41.3233109"
"APS SÃO FRANCISCO DE ITABAPOANA,""R ANTÔNIO CELSO, 55"",SÃO FRANCISCO DE ITABAPOANA,RJ,,,-21.4989153,-41.0847544"
"APS BELFORD ROXO,""AVENIDA BENJAMIM PINTO DIAS,561"",BELFORD ROXO,RJ,,,-22.7696041,-43.3970251"
"APS DUQUE DE CAXIAS,""R MARECHAL DEODORO, 1119"",DUQUE DE CAXIAS,RJ,,,-22.7913766,-43.3069406"
APS DUQUE DE CAXIAS - JARDIM PRIMAVERA,R JORNALISTA MOACIR PADILHA,DUQUE DE CAXIAS,RJ,,,-22.6832254,-43.2792764
"APS ITAGUAÍ,""R MARIA SOARES DA SILVA, 51"",ITAGUAÍ,RJ,,,-22.8725448,-43.7720609"
APS JAPERI,EST ARY SCHIAVO - 993,JAPERI,RJ,,,-22.6630093,-43.6045305
"APS MAGÉ,""AV SIMAO DA MOTA, 785"",MAGÉ,RJ,,,-22.6555043,-43.0385444"
"APS MAGÉ - PIABETÁ,""AV SIMAO DA MOTA, 785"",MAGÉ,RJ,,,-22.6555043,-43.0385444"
"APS MESQUITA/RJ,""PC DA REVOLUCAO, 50"",MESQUITA,RJ,,,-22.7963484,-43.4237288"
"APS NILÓPOLIS,""RUA MIRANDELA, 351"",NILÓPOLIS,RJ,,,-22.8096342,-43.4187744"
"APS NOVA IGUAÇU,""RUA ESTADOS UNIDOS,300, LOJA"",NOVA IGUAÇU,RJ,,,-22.7504797,-43.4452486"
APS NOVA IGUAÇU - AVENIDA DOUTOR LUIZ GUIMARÃES,R DOUTOR ARINO DE OLIVEIRA 2,NOVA IGUAÇU,RJ,,,-22.7504978,-43.4460438
"APS PARACAMBI,""RUA AMERICO RODRIGUES FERREIRA,290"",PARACAMBI,RJ,,,-22.6046713,-43.7060991"
"APS QUEIMADOS,""EST CARLOS SAMPAIO ,7"",QUEIMADOS,RJ,,,-22.7196571,-43.5469436"
APS SÃO JOÃO DE MERITI,AV AUTOMOVEL CLUBE - 2384,SÃO JOÃO DE MERITI,RJ,,,-22.776851,-43.3605006
"APS DUQUE DE CAXIAS - AVENIDA NILO PEÇANHA,""AV. NILO PEÇANHA, 782"",DUQUE DE CAXIAS,RJ,,,-22.7846176,-43.3181365"
APS GUAPIMIRIM,ESTRADA DO BANANAL 1919,GUAPIMIRIM,RJ,,,-22.5384539,-42.98262649999999
APS ARARUAMA,RODOVIA AMARAL PEIXOTO KM 85 Nº 125,ARARUAMA,RJ,,,-22.8672109,-42.3224474
APS CABO FRIO,AVENIDA NILO PECANHA,CABO FRIO,RJ,,,-22.880734,-42.0151143
APS ITABORAÍ,RUA DOUTOR MACEDO 238,ITABORAÍ,RJ,,,-22.7440745,-42.8564963
"APS MARICÁ,""R DOMICIO DA GAMA, 115"",MARICÁ,RJ,,,-22.9199815,-42.81779590000001"
"APS NITERÓI - BAIRRO DE FÁTIMA,""RUA DES. ATHAYDE PARREIRAS, 266"",NITERÓI,RJ,,,-22.8950184,-43.1097038"
APS NITERÓI - CENTRO,R VISCONDE DO URUGUAI - 531,NITERÓI,RJ,,,-22.8937601,-43.1221305
"APS RIO BONITO,""AVENIDA MANOEL DUARTE, 715"",RIO BONITO,RJ,,,-22.7096349,-42.6276412"
"APS SÃO GONÇALO,""RUA CORONEL MOREIRA CESAR,169"",SÃO GONÇALO,RJ,,,-22.8266724,-43.0514673"
"APS SÃO PEDRO DA ALDEIA,""RUA FRANCISCO DOS SANTOS SILVA, 82"",SÃO PEDRO DA ALDEIA,RJ,,,-22.8400566,-42.098622"
"APS ARRAIAL DO CABO,""R. BENJAMIN CONSTANT, 48 TÉRREO"",ARRAIAL DO CABO,RJ,,,-22.9706083,-42.0248877"
APS NITERÓI - BARRETO,RUA BENJAMIN CONSTANT 350,NITERÓI,RJ,,,-22.8760889,-43.1074569
"APS SÃO GONÇALO - PARAÍSO,""RUA COM. ARI PARREIRAS, 76"",SÃO GONÇALO,RJ,,,-22.8384234,-43.0896476"
APS SAQUAREMA,RUA HEITOR BRAVO 08 LOJA 2,SAQUAREMA,RJ,,,-22.8949931,-42.4697695
APS SILVA JARDIM,RUA PADRE ÁVILA LOTE 2-F QUADRA 1,SILVA JARDIM,RJ,,,-22.6490937,-42.3911674
APS TANGUÁ,R PRES DUTRA ÁREA A2 ESQ R XV NOVEMBRO,TANGUÁ,RJ,,,-22.7381575,-42.7199665
APS CACHOEIRAS DE MACACU,RJ 116 - KM 38 - SHOPPING GREEN - LJ 12,CACHOEIRAS DE MACACU,RJ,,,,
"APS NOVA FRIBURGO,""R CORONEL GALIANO DAS NEVES, Nº 8"",NOVA FRIBURGO,RJ,,,-22.279792,-42.5333373"
APS PARAÍBA DO SUL,RUA MARECHAL CASTELO BRANCO,PARAÍBA DO SUL,RJ,,,-22.1619589,-43.2871029
APS PETRÓPOLIS,R DOUTOR JOAQUIM MOREIRA S N,PETRÓPOLIS,RJ,,,-22.5077059,-43.1732658
APS TERESÓPOLIS,RUA MONTE LIBANO 158,TERESÓPOLIS,RJ,,,-22.4106943,-42.9667426
APS TRÊS RIOS,AV CONDESSA DE RIO NOVO 1787,TRÊS RIOS,RJ,,,-22.1174842,-43.2073984
APS BOM JARDIM/RJ,AV VENANCIO PEREIRA VELOSO 62 LOJA 2,BOM JARDIM,RJ,,,-22.154563,-42.4173246
APS CANTAGALO/RJ,AV BARAO DE CANTAGALO 100,CANTAGALO,RJ,,,-21.9824922,-42.3689274
APS CORDEIRO,RUA DR ADIR VAHIA DE ABREU 76,CORDEIRO,RJ,,,-22.027485,-42.3618427
APS SÃO JOSÉ DO VALE DO RIO PRETO,RUA PROFESSORA EMILIA ESTEVES 277 A,SÃO JOSÉ DO VALE DO RIO PRETO,RJ,,,-22.1492073,-42.9204389
APS SAPUCAIA/RJ,RUA MAURICIO DE ABREU 210,SAPUCAIA,RJ,,,-21.9953112,-42.9154913
APS ANGRA DOS REIS,R CORONEL CARVALHO 43,ANGRA DOS REIS,RJ,,,-23.0059195,-44.3159856
APS BARRA DO PIRAÍ,RUA AURELIANO GARCIA 212,BARRA DO PIRAÍ,RJ,,,-22.4721139,-43.8234796
APS BARRA MANSA,AVENIDA DOMINGOS MARIANO 317,BARRA MANSA,RJ,,,-22.5430091,-44.1765822
APS RESENDE,RUA PAUL HARRIS 50,RESENDE,RJ,,,-22.4673207,-44.4497829
APS VALENÇA/RJ,AV. NILO PEÇANHA 128,VALENÇA,RJ,,,-22.2440671,-43.7017344
APS VASSOURAS,RUA OTÁVIO GOMES 88/90,VASSOURAS,RJ,,,-22.4061337,-43.6600158
APS VOLTA REDONDA,AV. GETÚLIO VARGAS 403,VOLTA REDONDA,RJ,,,-22.5119217,-44.0891047
APS ITATIAIA,RUA ANA CRISTINA 150,ITATIAIA,RJ,,,-22.4968907,-44.55940289999999
APS MENDES,PRAÇA DR. JOÃO NÉRI 2,MENDES,RJ,,,-22.5256289,-43.7335185
APS MIGUEL PEREIRA,AV. MARECHAL RONDON 407,MIGUEL PEREIRA,RJ,,,,
APS PARATI,RUA ALDIMAR GOMES DUARTE COELHOS S/Nº,PARATI,RJ,,,-23.2197106,-44.7167452
APS PIRAÍ,RUA EPITÁCIO CAMPOS 15,PIRAÍ,RJ,,,,
"APS CURRAIS NOVOS,""RUA TEOTÔNIO FREIRE, 115"",CURRAIS NOVOS,RN,,,-6.2548499,-36.5243222"
"APS JOÃO CÂMARA,""RUA 29 DE OUTUBRO, 250"",JOÃO CÂMARA,RN,,,-5.5404914,-35.8116603"
"APS NATAL - CENTRO,""RUA APODI, 2150 - 3º ANDAR"",NATAL,RN,,,-5.7899474,-35.2036788"
"APS NATAL - SUL,""RUA PADRE JOÃO DAMASCENO, 1950"",NATAL,RN,,,-5.8242449,-35.2099011"
"APS NATAL - NAZARÉ,""AV CORONEL ESTEVAM, Nº 3529"",NATAL,RN,,,-5.8167592,-35.2323074"
"APS NATAL - NORTE,""RUA ALVORADA, 884"",NATAL,RN,,,-5.771225299999999,-35.26264889999999"
"APS NATAL - RIBEIRA,""RUA ALMINO AFONSO, 16"",NATAL,RN,,,-5.7749828,-35.2033046"
"APS PARNAMIRIM/RN,""RUA DOUTOR CARLOS MATHEUS, 1484"",PARNAMIRIM,RN,,,-5.9163728,-35.2639549"
"APS SANTA CRUZ/RN,""RUA JOSÉ CARLOS SANTANA, Nº 56"",SANTA CRUZ,RN,,,,"
"APS SANTO ANTÔNIO,""AV. LINDOLFO G. VIDAL, 201"",SANTO ANTÔNIO,RN,,,-6.3163547,-35.4824215"
"APS CEARÁ MIRIM,""RUA JORGE FERNANDES CÂMARA , 26"",RIO GRANDE DO NORTE,RN,,,-5.9185354,-35.2615425"
"APS TOUROS,""AVENIDA 02, SN"",TOUROS,RN,,,-5.200110500000001,-35.4590878"
"APS NOVA CRUZ,""RUA PE NORMANDO PIGNATARO DELGADO, S/N"",NOVA CRUZ,RN,,,,"
"APS MACAÍBA,""RUA PROJETADA, S/N"",MACAÍBA,RN,,,-5.8567493,-35.3521828"
"APS EXTREMOZ,""RUA ALMIRANTE DIDIER VIANA, S/N"",EXTREMOZ,RN,,,-5.705929299999999,-35.3032604"
APS MONTE ALEGRE/RN,ESTRADA RN 160,MONTE ALEGRE,RN,,,,
"APS CANGUARETAMA,""TRAVESSA DOUTOR PEDRO VELHO, S/N"",CANGUARETAMA,RN,,,-6.3798548,-35.126219"
"APS SÃO JOSÉ DE MIPIBU,""TRAVESSA PREFEITO INÁCIO HENRIQUE,27"",SÃO JOSÉ DE MIPIBU,RN,,,-6.0686358,-35.2428656"
"APS SÃO GONÇALO DO AMARANTE/RN,""RUA VEREADOR AILDO MENDES, S/N"",SÃO GONÇALO DO AMARANTE,RN,,,,"
"APS SÃO PAULO DO POTENGI,""RUA GENERAL DANTAS, S/N"",SÃO PAULO DO POTENGI,RN,,,-5.8929403,-35.7641278"
"APS NÍSIA FLORESTA,""RUA TEREZINHA FRANCELINO M DA SILVA, S/N"",NÍSIA FLORESTA,RN,,,-6.0914552,-35.2082289"
APS AÇU,AVENIDA SENADOR JOÃO CÂMARA,AÇU,RN,,,-5.9185354,-35.2615425
APS ALEXANDRIA,RUA PADRE CARLOS,ALEXANDRIA,RN,,,-6.4174832,-38.0105557
APS AREIA BRANCA/RN,RUA MARECHAL DEODORO,AREIA BRANCA,RN,,,-4.952417899999999,-37.1278947
APS CAICÓ,RUA ANÍBAL DA CUNHA MACÊDO,CAICÓ,RN,,,-6.4577399,-37.0963332
APS MACAU,RUA VENANCIO ZACARIAS,MACAU,RN,,,-5.1165836,-36.6313425
APS MOSSORÓ,AV ALDEMIR FERNANDES,MOSSORÓ,RN,,,-5.1888943,-37.3612273
APS PAU DOS FERROS,AVENIDA GETÚLIO VARGAS,PAU DOS FERROS,RN,,,-6.113121,-38.2027042
APS ANGICOS,RUA VICENTE BARBOSA,ANGICOS,RN,,,-5.6662282,-36.6031003
APS JARDIM DO SERIDÓ,RUA CORONEL JOSÉ TOMAZ,JARDIM DO SERIDÓ,RN,,,-6.5852919,-36.7728471
APS PATÚ,RUA ANA LIRA,PATÚ,RN,,,-6.1085497,-37.6362641
APS APODI,RUA DEPUTADO DALTON CUNHA,APODI,RN,,,-5.6519563,-37.8007474
APS CARAUBAS/RN,RUA JUCILENE ALVES ROCHA,CARAUBAS,RN,,,-5.7794773,-37.5515204
APS JUCURUTU,RUA MAJOR LULA,JUCURUTU,RN,,,-6.0357505,-37.0197002
APS PARELHAS,RUA OVIDIO DANTAS,PARELHAS,RN,,,-6.6908718,-36.6572263
APS BARAÚNA/RN,RUA HERMENEGILDO MONTENEGRO,BARAÚNA,RN,,,-5.338943100000001,-36.8344471
"APS SÃO MIGUEL,""RUA JOÃO PAULO DE SOUZA, 15"",SÃO MIGUEL,RN,,,-6.2119236,-38.4966313"
APS MARTINS,RUA PRESIDENTE MÉDICI,MARTINS,RN,,,-6.0921735,-37.919064
"APS PORTO ALEGRE - AZENHA,""AV. ÉRICO VERÍSSIMO, 495"",PORTO ALEGRE,RS,,,-30.0495577,-51.218357"
"APS PORTO ALEGRE - CENTRO,""TRAV. MÁRIO CINCO PAUS, 20"",PORTO ALEGRE,RS,,,-30.0271257,-51.2288602"
"APS PORTO ALEGRE - NORTE,""AV. TRÊS DE ABRIL, 90"",PORTO ALEGRE,RS,,,-30.0144133,-51.1779859"
"APS PORTO ALEGRE - PETRÓPOLIS,""AV. PROTASIO ALVES, 3550"",PORTO ALEGRE,RS,,,-30.0383503,-51.1756214"
"APS PORTO ALEGRE - SUL,""ESTRADA VILA MARIA, 265"",PORTO ALEGRE,RS,,,-30.1102256,-51.2295773"
"APS VIAMÃO,""RUA CRESCÊNCIO DE ANDRADE, 33"",VIAMÃO,RS,,,-30.0825014,-51.02368620000001"
APS ALVORADA/RS,AV. MARINGÁ 1201,ALVORADA,RS,,,-30.0066735,-51.0751955
"APS PORTO ALEGRE - PARTENON,""AV. BENTO GONÇALVES, 867"",PORTO ALEGRE,RS,,,-30.0535693,-51.2046666"
APS CACHOEIRINHA/RS,RUA DOUTOR CAMPOS SALES 80,CACHOEIRINHA,RS,,,-29.9588433,-51.1090206
APS CANOAS,AV INCONFIDENCIA,CANOAS,RS,,,-29.921419,-51.1700332
APS ESTEIO,R GENERAL JOSE MACHADO LOPES 256,ESTEIO,RS,,,-29.8461154,-51.1719483
APS GRAVATAÍ,R CORONEL SARMENTO,GRAVATAÍ,RS,,,-29.9445667,-50.9914798
APS GUAÍBA,RUA SETE DE SETEMBRO,GUAÍBA,RS,,,-30.1124793,-51.3152797
APS OSÓRIO,RUA FIRMIANO OSORIO 949,OSÓRIO,RS,,,-29.8909542,-50.2686774
"APS SÃO JERÔNIMO,""RUA RIO BRANCO, 384"",SÃO JERÔNIMO,RS,,,-23.9651144,-46.3876674"
"APS TORRES,""AV. DO RIACHO, 235"",TORRES,RS,,,-29.3406596,-49.7350986"
"APS BUTIÁ,""AV. LEANDRO DE ALMEIDA, 356"",BUTIÁ,RS,,,-30.1195944,-51.9674989"
"APS SANTO ANTÔNIO DA PATRULHA,""RUA CORONEL VITOR VILLA-VERDE, 2"",SANTO ANTÔNIO DA PATRULHA,RS,,,-29.829747,-50.5217665"
"APS BENTO GONÇALVES,""RUA JULIO DE CASTILHOS, 291"",BENTO GONÇALVES,RS,,,-29.165673,-51.5142256"
"APS CANELA,""RUA DONA CARLINDA, 810"",CANELA,RS,,,-29.3658017,-50.81185230000001"
"APS CAXIAS DO SUL,""RUA VISCONDE DE PELOTAS, 2280"",CAXIAS DO SUL,RS,,,-29.158777,-51.1820376"
"APS FARROUPILHA,""RUA CORONEL PENA DE MORAES, 59-A"",FARROUPILHA,RS,,,-29.2268842,-51.3526278"
"APS GARIBALDI,""RUA JOÃO MISSIAGGIA, 159"",GARIBALDI,RS,,,-29.2579409,-51.5177181"
APS VACARIA,RUA MARECHAL FLORIANO 250,VACARIA,RS,,,-28.5031125,-50.93673380000001
APS VERANÓPOLIS,RUA GENERAL FLORES DA CUNHA 454,VERANÓPOLIS,RS,,,-28.9325419,-51.545345
"APS NOVA PRATA,""AV. PLACIDINA DE ARAUJO, 742"",NOVA PRATA,RS,,,-28.78367579999999,-51.6075755"
APS CARLOS BARBOSA,RUA VEREADOR UBALDO BALDASSO,CARLOS BARBOSA,RS,,,,
APS FLORES DA CUNHA,RUA BORGES DE MEDEIROS,FLORES DA CUNHA,RS,,,,
APS CERRO LARGO,RUA SETE DE SETEMBRO 160,CERRO LARGO,RS,,,-28.1424317,-54.7375779
APS CRUZ ALTA,RUA BENJAMIN CONSTANT 553,CRUZ ALTA,RS,,,-28.6357104,-53.5976666
APS FREDERICO WESTPHALEN,RUA LUIZ MILANI 254,FREDERICO WESTPHALEN,RS,,,-27.3559138,-53.400836
"APS IJUÍ,""RUA BENJAMIN CONSTANT, 566"",IJUÍ,RS,,,-28.3873183,-53.9156942"
APS PALMEIRA DAS MISSÕES,RUA BORGES DE MEDEIROS 17,PALMEIRA DAS MISSÕES,RS,,,-27.8997901,-53.3112541
APS PANAMBI,RUA BENTO GONÇALVES 192,PANAMBI,RS,,,-28.2990381,-53.5001495
APS SANTA ROSA,RUA DR JOÃO DAHNE 197,SANTA ROSA,RS,,,-27.8706698,-54.4817195
