NOME, ENDERECO, CIDADE, UF, CEP, TELEFONE, LATITUDE, LONGITUDE
"APS TAQUARITINGA,""RUA BERNARDINO SAMPAIO, 400"",TAQUARITINGA,SP,,,-21.4080908,-48.4982658"
"APS IBITINGA,""AV ENG IVANIL FRANCISQUINI, 14231"",IBITINGA,SP,,,-21.7670201,-48.83181"
"APS IBATÉ,""AV CONSELHEIRO MOREIRA BARROS, 783"",IBATÉ,SP,,,-21.9556424,-47.99923"
"APS PITANGUEIRAS/SP,""RUA RIO DE JANEIRO, 533"",PITANGUEIRAS,SP,,,-21.0070747,-48.2202895"
"APS AMÉRICO BRASILIENSE,""RUA MARIA BALBINA DOTOLI CARLESCI, 78"",AMÉRICO BRASILIENSE,SP,,,,"
"APS GUARIBA,""AV. DR. SOBRAL NETO, 1450"",GUARIBA,SP,,,-21.3697819,-48.224614"
"APS AVARÉ,""RUA PIAUI, Nº 1495"",AVARÉ,SP,,,-23.0992028,-48.9199348"
"APS BAURU,""RUA AZARIAS LEITE, Nº 1-75"",BAURU,SP,,,-22.3214702,-49.0764313"
"APS BOTUCATU,""RUA CURUZU, Nº 1079"",BOTUCATU,SP,,,-22.8928167,-48.4400238"
"APS JAÚ,""RUA CAMPOS SALLES, Nº 915"",JAÚ,SP,,,-22.2893817,-48.5592611"
"APS LENCÓIS PAULISTA,""RUA CARLOS TRECENTI, 75"",LENCÓIS PAULISTA,SP,,,-22.592021,-48.8065422"
"APS ITATINGA,""RUA ANTONIO FRANCISCO DA SILVA, Nº 455"",ITATINGA,SP,,,-23.1052092,-48.6134602"
APS DOIS CÓRREGOS,R JOÃO LOURIVAL MANGILI 25 JD PAULISTA,DOIS CÓRREGOS,SP,,,,
APS SÃO MANUEL,AVENIDA JOSÉ HORÁCIO MELLÃO Nº 2501,SÃO MANUEL,SP,,,-22.7513639,-48.573276
"APS ITAÍ,""RUA QUINZE DE NOVEMBRO, Nº 1347"",ITAÍ,SP,,,-22.0120324,-47.8974645"
"APS TAQUARITUBA,""JOÃO OSVALDO LEIVA, Nº 150"",TAQUARITUBA,SP,,,-23.5330715,-49.2398605"
"APS IGARAÇU DO TIETÊ,""RUA JUDITH CAMPANUCCI DOMEZI, Nº 330"",IGARAÇU DO TIETÊ,SP,,,,"
APS PEDERNEIRAS,AVENIDA BERNARDINO FLORA FULAN Nº 1777,PEDERNEIRAS,SP,,,,
"APS BARRA BONITA/SP,""RUA ANTONIO BENEDITO DI MUZZIO, Nº 449"",BARRA BONITA,SP,,,,"
APS BARIRI,WILFREDO PINHEIRO FILHO Nº 05,BARIRI,SP,,,-22.0761808,-48.7380371
"APS AGUDOS,""AV. PREF. JOSÉ NOGUEIRA DE ABREU, Nº 72"",AGUDOS,SP,,,-22.4632406,-48.9891633"
APS BROTAS,RUA OCTÁVIO CAMILO 385 SANTA CECÍLIA,BROTAS,SP,,,,
"APS AMERICANA,""RUA CHARLES HALL, 41"",AMERICANA,SP,,,-22.7380303,-47.3340223"
"APS CAMPINAS,""RUA BARRETO LEME, 1117"",CAMPINAS,SP,,,-22.9012701,-47.0607657"
APS INDAIATUBA,R VINTE E QUATRO DE MAIO 1450,INDAIATUBA,SP,,,-23.0870708,-47.2106958
"APS PEDREIRA,""RUA XV DE NOVEMBRO, 611"",PEDREIRA,SP,,,-22.7418662,-46.9035647"
"APS SANTA BARBARA D OESTE,""RUA PRUDENTE DE MORAES, 236"",SANTA BARBARA D OESTE,SP,,,-22.7519925,-47.4153431"
"APS SUMARÉ,""RUA JOSÉ MARIA MIRANDA , 1000"",SUMARÉ,SP,,,-22.8210046,-47.2690468"
"APS VALINHOS,""AV INDEPENDÊNCIA, 641"",VALINHOS,SP,,,-22.975965,-46.996803"
"APS CAMPINAS - AMOREIRAS,""AV RUY RODRIGUES, 714"",CAMPINAS,SP,,,-22.9369041,-47.1063552"
APS COSMÓPOLIS,RUA SETE DE ABRIL 448,COSMÓPOLIS,SP,,,-22.642321,-47.1950659
"APS CAMPINAS - CARLOS GOMES,""RUA ALVARO SILVEIRA LEITE, 25"",CAMPINAS,SP,,,-22.9370322,-47.158912"
APS HORTOLÂNDIA,RUA JOSÉ AGOSTINHO 604,HORTOLÂNDIA,SP,,,-22.8684706,-47.2046721
"APS CAMPINAS - REGENTE FEIJÓ,""RUA REGENTE FEIJÓ, 1266"",CAMPINAS,SP,,,-22.9034506,-47.0612127"
APS NOVA ODESSA,AV DR EDDY DE FREITAS 800,NOVA ODESSA,SP,,,,
APS GUARULHOS,RUA BRASILEIRA 399,GUARULHOS,SP,,,-23.4861107,-46.5551187
"APS MOGI DAS CRUZES,""RUA OLEGÁRIO PAIVA, 275"",MOGI DAS CRUZES,SP,,,-23.5198166,-46.1874477"
APS SUZANO,RUA CAMPOS SALES - 601,SUZANO,SP,,,-23.5358388,-46.3067843
APS GUARULHOS PIMENTAS,EST PRES JUSCELINO K DE OLIVEIRA 3023,GUARULHOS PIMENTAS,SP,,,-23.4345891,-46.4088561
"APS ITAQUAQUECETUBA,""RUA PIRACICABA, 125"",ITAQUAQUECETUBA,SP,,,-23.4804905,-46.3665675"
"APS AMPARO/SP,""RUA JOSE FONTANA, 200"",AMPARO,SP,,,-22.7012618,-46.7699031"
"APS ATIBAIA,""RUA CLOVIS SOARES, 118"",ATIBAIA,SP,,,-23.1169822,-46.5658958"
"APS BRAGANÇA PAULISTA,""RUA CORONEL OSÓRIO, 142"",BRAGANÇA PAULISTA,SP,,,-22.9583044,-46.5411448"
"APS ITATIBA,""AVENIDA SENADOR LACERDA FRANCO, Nº 451"",ITATIBA,SP,,,-23.006186,-46.8378677"
"APS JUNDIAÍ - ELOY CHAVES,""RUA BARÃO DE JUNDIAÍ, 1150"",JUNDIAÍ,SP,,,-23.1848628,-46.8863056"
"APS ESTÂNCIA DE SOCORRO,""PÇA CEL. OLÍMPIO GONÇALVES DOS REIS, 291"",ESTÂNCIA DE SOCORRO,SP,,,-22.5935024,-46.5274457"
"APS VARZEA PAULISTA,""RUA ANTÔNIO FERES, 58"",VARZEA PAULISTA,SP,,,-23.2095152,-46.8286063"
APS JARINU,RUA JOÃO PESSOA,JARINU,SP,,,-23.1044737,-46.7275271
APS CAMPO LIMPO PAULISTA,RUA COSTA RICA,CAMPO LIMPO PAULISTA,SP,,,-23.199366,-46.787639
"APS ASSIS,""AV. NOVE DE JULHO, 975"",ASSIS,SP,,,-22.6634554,-50.4140907"
"APS GARÇA,""AV. DR. RAFAEL PAES DE BARROS, 17"",GARÇA,SP,,,-22.2126668,-49.6532799"
"APS MARÍLIA,""AV. CASTRO ALVES, 460"",MARÍLIA,SP,,,-22.20497,-49.9551551"
"APS OURINHOS,""RUA ANTÔNIO CARLOS MORI, 189"",OURINHOS,SP,,,-22.9788242,-49.8707234"
"APS PARAGUAÇÚ PAULISTA,""AV. PARAGUAÇU, 346"",PARAGUAÇÚ PAULISTA,SP,,,-22.4135828,-50.5767951"
"APS TUPÃ,""RUA AIMORÉS, 2110"",TUPÃ,SP,,,-21.9335485,-50.5074599"
"APS OSVALDO CRUZ,""AV. MAX WIRTH, 295"",OSVALDO CRUZ,SP,,,-21.7941453,-50.8729808"
"APS PALMITAL/SP,""RUA MANOEL LEÃO REGO, 20"",PALMITAL,SP,,,-22.7855952,-50.2244512"
"APS SANTA CRUZ DO RIO PARDO,""AV. TIRADENTES, Nº 458"",SANTA CRUZ DO RIO PARDO,SP,,,-22.9046331,-49.627494"
"APS PIRAJU,""RUA WASHINGTON OSÓRIO OLIVEIRA, Nº 82"",PIRAJU,SP,,,-23.1911299,-49.3828993"
"APS BASTOS,""AVENIDA DEZOITO DE JUNHO, 82"",BASTOS,SP,,,-21.9214336,-50.73312139999999"
"APS CÂNDIDO MOTA,""RUA FÉLIX JABUR, 570"",CÂNDIDO MOTA,SP,,,-22.742153,-50.3901055"
APS COTIA,AV NOSSA SENHORA DE FATIMA,COTIA,SP,,,-23.6077917,-46.9247514
APS OSASCO,PC DAS MONCOES,OSASCO,SP,,,-23.5210987,-46.7896325
APS BARUERI,AV MUNICIPAL,BARUERI,SP,,,-23.5239284,-46.8922574
APS SANTANA DE PARNAÍBA,EST ANA PROCOPIO DE MORAES,SANTANA DE PARNAÍBA,SP,,,-23.4025282,-46.902128
APS CARAPICUÍBA,AV RUI BARBOSA 1170,CARAPICUÍBA,SP,,,-23.5199741,-46.8402324
APS ITAPEVI,AV PEDRO PAULINO,ITAPEVI,SP,,,-23.5537958,-46.9447242
APS VARGEM GRANDE PAULISTA,RUA DOMINGOS ALBANO - JARDIM MARIALDA,VARGEM GRANDE PAULISTA,SP,,,,
APS ARARAS,RUA CHICO PINTO Nº 745,ARARAS,SP,,,-22.3560469,-47.3893744
"APS CAPIVARI,""RUA PADRE FABIANO, 800"",CAPIVARI,SP,,,-22.9972274,-47.50504859999999"
"APS LIMEIRA,""R PRESIDENTE PRUDENTE, Nº 150"",LIMEIRA,SP,,,-22.5691969,-47.4001723"
APS PIRACICABA,RUA XV DE NOVEMBRO 790/798,PIRACICABA,SP,,,-22.7264156,-47.6491982
"APS RIO CLARO/SP,""RUA 03, 1026"",RIO CLARO,SP,,,-22.4460914,-47.54475180000001"
"APS TIETÊ,""R TENENTE GELAS, 183"",TIETÊ,SP,,,,"
"APS ARTUR NOGUEIRA,""RUA SILVIO GOMES ALVES, 41"",ARTUR NOGUEIRA,SP,,,,"
"APS LARANJAL PAULISTA,""RUA ANTÔNIO ALVES MARTINS, 33"",LARANJAL PAULISTA,SP,,,,"
"APS RIO DAS PEDRAS,""RUA EGÍDIO JUSTOLIM, 14"",RIO DAS PEDRAS,SP,,,,"
"APS SÃO PEDRO/SP,""RUA EPAMINONDAS AZEVEDO AGUIAR, 195"",SÃO PEDRO,SP,,,,"
"APS CERQUILHO,""RUA DO MACHADO, 250"",CERQUILHO,SP,,,,"
"APS CONCHAL,""AVENIDA UNIÃO, 95"",CONCHAL,SP,,,,"
"APS ADAMANTINA,""ALAMEDA ARMANDO SALES DE OLIVEIRA, 195"",ADAMANTINA,SP,,,-22.4132258,-50.58172769999999"
"APS DRACENA,""AVENIDA PRESIDENTE VARGAS, 303"",DRACENA,SP,,,,"
APS PRESIDENTE EPITÁCIO,RUA CUIABÁ 3-77,PRESIDENTE EPITÁCIO,SP,,,-21.7667561,-52.1066276
"APS PRESIDENTE PRUDENTE,""RUA SIQUEIRA CAMPOS, 1315"",PRESIDENTE PRUDENTE,SP,,,-22.1295614,-51.3896532"
"APS PRESIDENTE VENCESLAU,""RUA VISCONDE DE MAUÁ, 65"",PRESIDENTE VENCESLAU,SP,,,-21.8770225,-51.8465871"
APS RANCHARIA,RUA MANOEL TENÓRIO DE BRITO - 570,RANCHARIA,SP,,,-22.2268389,-50.8939295
APS ROSANA,RUA JOSÉ VELASCO 1675,ROSANA,SP,,,-22.5778319,-53.0569634
APS MARTINOPÓLIS,AVENIDA PADRE JOÃO SCHNEIDER,MARTINOPÓLIS,SP,,,-22.14677,-51.1729385
APS SANTO ANASTÁCIO,RUA JOÃO CREPALDI 585,SANTO ANASTÁCIO,SP,,,-21.9785892,-51.6536059
"APS TEODORO SAMPAIO/SP,""RUA JOSÉ DE MORAES, 1420"",TEODORO SAMPAIO,SP,,,-22.5314368,-52.1733719"
"APS ÁLVARES MACHADO,""RUA MONSENHOR NAKAMURA, 815"",ÁLVARES MACHADO,SP,,,-22.0824022,-51.4761738"
"APS BATATAIS,""RUA CELSO GARCIA, 82"",BATATAIS,SP,,,-20.8911432,-47.5872587"
"APS FRANCA,""RUA VOLUNTÁRIOS DA FRANCA, 1186"",FRANCA,SP,,,-20.5363051,-47.4038242"
"APS ITUVERAVA,""RUA GETÚLIO VARGAS, 42"",ITUVERAVA,SP,,,-20.3342564,-47.7868232"
"APS ORLÂNDIA,""PRAÇA MARIO FURTADO, 155"",ORLÂNDIA,SP,,,-20.7215579,-47.8853043"
"APS RIBEIRÃO PRETO,""AV CORONEL QUITO JUNQUEIRA, 61"",RIBEIRÃO PRETO,SP,,,-21.1581662,-47.7968397"
"APS SÃO JOAQUIM DA BARRA,""RUA MARANHÃO, 1732"",SÃO JOAQUIM DA BARRA,SP,,,-20.5853029,-47.8641219"
"APS SERTÃOZINHO/SP,""RUA CANDINHA DEL GRANDE, 1222"",SERTÃOZINHO,SP,,,-21.1408541,-47.9847707"
"APS SÃO SIMÃO/SP,""PRAÇA CARLOS BOTELHO, 606"",SÃO SIMÃO,SP,,,-22.902618,-47.0638589"
"APS SERRANA,""RUA JOÃO CANDIDO PEREIRA, 42"",SERRANA,SP,,,,"
"APS RIBEIRÃO PRETO - AMADOR BUENO,""RUA AMADOR BUENO, 479"",RIBEIRÃO PRETO,SP,,,-21.1747436,-47.81082550000001"
"APS MORRO AGUDO,""RUA SETE DE SETEMBRO, 505"",MORRO AGUDO,SP,,,-20.737818,-48.0603267"
"APS CRAVINHOS,""RUA FERNANDO COSMO, Nº 61"",CRAVINHOS,SP,,,-21.3422118,-47.73688689999999"
"APS CAJURU,""AVENIDA MAJOR ADOLFO PAOLIELLO, Nº 381"",CAJURU,SP,,,,"
"APS MAUÁ,""R GUIDO MONTEGGIA , 111"",MAUÁ,SP,,,-23.6654551,-46.4623684"
"APS RIBEIRÃO PIRES,""AV. KAETHE RICHERS, 624"",RIBEIRÃO PIRES,SP,,,-23.7177745,-46.40970060000001"
"APS SANTO ANDRÉ/SP,""RUA ADOLFO BASTOS , 520"",SANTO ANDRÉ,SP,,,-23.659152,-46.5388868"
"APS SÃO CAETANO DO SUL,""AV GOIAS, 260"",SÃO CAETANO DO SUL,SP,,,-23.6154885,-46.5757888"
"APS CUBATÃO,""RUA DOM IDILIO JOSE SOARES, 511"",CUBATÃO,SP,,,-23.8970359,-46.4263866"
APS GUARUJÁ,AV ADHEMAR DE BARROS,GUARUJÁ,SP,,,-23.9915038,-46.2772851
APS ITANHAÉM,R JOÃO MARIANO,ITANHAÉM,SP,,,-24.1839229,-46.787913
"APS REGISTRO,""AV. WILD JOSÉ DE SOUZA, 215"",REGISTRO,SP,,,-24.4982206,-47.8468188"
"APS SANTOS,""AV EPITACIO PESSOA, 437"",SANTOS,SP,,,-23.9775935,-46.3102417"
APS SÃO VICENTE/SP,AV PERSIO DE QUEIROS FILHO,SÃO VICENTE,SP,,,-23.9578209,-46.3879152
APS PRAIA GRANDE/SP,AV PRESIDENTE KENNEDY 5870,PRAIA GRANDE,SP,,,-24.0200407,-46.464324
APS MIRACATU,RUA DR EMILIO MARTINS RIBIEIRO,MIRACATU,SP,,,-22.9101744,-47.0593274
APS MONGAGUÁ,AVENIDA SÃO PAULO,MONGAGUÁ,SP,,,,
APS PERUÍBE,AVENIDA PAPA PIO XII,PERUÍBE,SP,,,-24.3236873,-47.0056078
APS BERTIOGA,AVENIDA LUIZ PEREIRA DE CAMPOS,BERTIOGA,SP,,,,
APS CAJATI,RUA BICO DO PATO,CAJATI,SP,,,,
APS IGUAPE,AVENIDA JANIO QUADROS,IGUAPE,SP,,,,
APS DIADEMA,AV ANTONIO PIRANGA 1138,DIADEMA,SP,,,-23.6861581,-46.6131653
APS SÃO BERNARDO DO CAMPO,AV NEWTON MONTEIRO DE ANDRADE - 140,SÃO BERNARDO DO CAMPO,SP,,,-23.7041491,-46.5558013
"APS ESPÍRITO SANTO DO PINHAL,""RUA LUIZ GAMA, 61"",ESPÍRITO SANTO DO PINHAL,SP,,,-22.1967475,-46.7499687"
"APS ITAPIRA,""R DA SAUDADE, N 167"",ITAPIRA,SP,,,-22.4354663,-46.8288287"
"APS LEME,""AV. CARLOS BONFANTI, 188"",LEME,SP,,,-22.1861275,-47.3838515"
"APS MOCOCA,""AV SENADOR JOSÉ ERMIRIO DE MORAIS, 100"",MOCOCA,SP,,,-21.4758258,-47.0087367"
"APS MOGI-GUAÇU,""RUA PAULA BUENO, 221"",MOGI-GUAÇU,SP,,,-22.3712541,-46.9388926"
"APS MOGI-MIRIM,""AV. ADIB CHAIB, 2250"",MOGI-MIRIM,SP,,,-22.4355387,-46.9532945"
"APS PIRASSUNUNGA,""RUA DUQUE DE CAXIAS, 1254"",PIRASSUNUNGA,SP,,,-21.9958761,-47.4279978"
"APS SÃO JOÃO DA BOA VISTA,""RUA PRUDENTE DE MORAES, 422"",SÃO JOÃO DA BOA VISTA,SP,,,-21.9714431,-46.79356"
"APS SÃO JOSÉ DO RIO PARDO,""AV. NOVE DE JULHO, 80"",SÃO JOSÉ DO RIO PARDO,SP,,,-21.5973454,-46.8935488"
APS PORTO FERREIRA,RUA JOÃO MUTINELLI 585,PORTO FERREIRA,SP,,,-21.8577833,-47.4858614
APS SANTA CRUZ DAS PALMEIRAS,AVENIDA GERALDO ZAMPAR Nº 311,SANTA CRUZ DAS PALMEIRAS,SP,,,,
APS CASA BRANCA,RUA 12 DE OUTUBRO Nº 30,CASA BRANCA,SP,,,,
"APS DESCALVADO,""RUA PRESIDENTE KENNEDY, 685"",DESCALVADO,SP,,,,"
"APS TAMBAÚ,""RUA JOÃO GODOY, 164"",TAMBAÚ,SP,,,-21.7048733,-47.2722924"
APS AGUAÍ,RUA MARECHAL FLORIANO PEIXOTO Nº. 708,AGUAÍ,SP,,,-22.0594527,-46.9742343
APS BARRETOS,AV 17,BARRETOS,SP,,,-20.5599785,-48.5687506
"APS CATANDUVA,""RUA BRASIL, 241"",CATANDUVA,SP,,,-21.1328857,-48.9707984"
APS FERNANDÓPOLIS,RUA RIO DE JANEIRO 1488,FERNANDÓPOLIS,SP,,,-20.2789679,-50.2524712
"APS GENERAL SALGADO,""AV. DIOGO GARCIA CARMONA , 1184"",GENERAL SALGADO,SP,,,-20.6420351,-50.3621523"
APS JALES,AV JOAO AMADEU 2221,JALES,SP,,,-20.2699384,-50.5513525
"APS MIRASSOL,""RUA D. PEDRO II, 2191"",MIRASSOL,SP,,,-21.6847554,-49.7444788"
"APS OLÍMPIA,""RUA FLORIANO PEIXOTO,1228"",OLÍMPIA,SP,,,-20.7368202,-48.91630809999999"
"APS SÃO JOSÉ DO RIO PRETO,""R DELEGADO PINTO DE TOLEDO, 740"",SÃO JOSÉ DO RIO PRETO,SP,,,-20.8011214,-49.3961059"
"APS VOTUPORANGA,""RUA SANTA CATARINA, 3580"",VOTUPORANGA,SP,,,-20.4218563,-49.9726346"
"APS NHANDEARA,""RUA CÔNEGO DOMINGOS PLANILLO, 537"",NHANDEARA,SP,,,-20.6928901,-50.04033510000001"
"APS MONTE APRAZÍVEL,""RUA OSVALDO CRUZ, 330"",MONTE APRAZÍVEL,SP,,,-20.7726916,-49.7127178"
APS NOVO HORIZONTE/SP,RUA HENRIQUE DIAS 855,NOVO HORIZONTE,SP,,,-21.4708736,-49.22628659999999
"APS SANTA FÉ DO SUL,""AV. NAVARRO DE ANDRADE, 30"",SANTA FÉ DO SUL,SP,,,-20.2163922,-50.9273939"
"APS GUAÍRA/SP,""AVENIDA 15, 937- A"",GUAÍRA,SP,,,-20.3222003,-48.3080401"
"APS JOSÉ BONIFÁCIO,""AV. JOSÉ ANTONIO PINTO, 962"",JOSÉ BONIFÁCIO,SP,,,-21.0424199,-49.6972313"
APS SÃO JOSÉ DO RIO PRETO - BOA VISTA,AV BADY BASSITT 3268,SÃO JOSÉ DO RIO PRETO,SP,,,-20.810371,-49.385338
"APS TANABI,""R: BENEDITO SAMPAIO, 565"",TANABI,SP,,,-20.6285138,-49.654542"
"APS CAMPOS DO JORDÃO,""AV.FREI ORESTES GIRARDI, 1805"",CAMPOS DO JORDÃO,SP,,,-22.7354061,-45.5875929"
"APS CARAGUATATUBA,""RUA DR ALTINO ARANTES, 610"",CARAGUATATUBA,SP,,,-23.6211353,-45.4083096"
"APS JACAREÍ,""R. ANTONIO AFONSO, 237"",JACAREÍ,SP,,,-23.3063999,-45.9708185"
"APS SÃO JOSÉ DOS CAMPOS,""AV. DR. JOÃO GUILHERMINO, 84"",SÃO JOSÉ DOS CAMPOS,SP,,,-23.1878098,-45.8853753"
"APS SÃO SEBASTIÃO/SP,""RUA SEBASTIÃO SILVESTRE NEVES, 82"",SÃO SEBASTIÃO,SP,,,-23.8039094,-45.4004237"
"APS ITAPETININGA,""RUA CORONEL PEDRO DIAS BATISTA, 1345"",ITAPETININGA,SP,,,-23.5903458,-48.0440157"
"APS ITAPEVA/SP,""R TEOFILO DAVID MUZEL, 186"",ITAPEVA,SP,,,-23.9856638,-48.8800168"
"APS ITU,""PRAÇA PADRE MIGUEL, 18"",ITU,SP,,,-23.2632304,-47.3007332"
"APS SALTO,""AVENIDA D. PEDRO II, 1196"",SALTO,SP,,,-23.2007182,-47.2987546"
"APS SÃO ROQUE,""AV. JOHN KENNEDY, 405"",SÃO ROQUE,SP,,,-23.5300164,-47.132139"
"APS SOROCABA,""RUA NOGUEIRA MARTINS, 141"",SOROCABA,SP,,,-23.5019156,-47.4573624"
"APS TATUÍ,""RUA CÔNEGO DEMÉTRIO, 378"",TATUÍ,SP,,,-23.3487654,-47.8476027"
"APS VOTORANTIM,""RUA JOÃO WALTER, 286"",VOTORANTIM,SP,,,-23.5441582,-47.450658"
"APS BOITUVA,""RUA GUSTAVO SARTORELLI, 76"",BOITUVA,SP,,,-23.2879105,-47.6792488"
"APS SOROCABA - ZONA NORTE,""AVENIDA ITAVUVU, 223"",SOROCABA,SP,,,-23.482255,-47.472839"
"APS CAPÃO BONITO,""R CAPITAO FIRMINO G. DE ALMEIDA, 71"",CAPÃO BONITO,SP,,,-24.0110592,-48.3476891"
"APS PIEDADE,""RUA JOSÉ BAPTISTA,95"",PIEDADE,SP,,,-23.7067484,-47.4226651"
"APS APIAÍ,""RUA DR. AUGUSTO DO AMARAL, 347"",APIAÍ,SP,,,-24.5142448,-48.8452138"
"APS GUAPIARA,""RUA ANTONIO DE OLIVEIRA,140"",ARACAJU,SE,,,-10.9265404,-37.0731147"
"APS ITARARÉ,""RUA CAMPOS SALLES, 1350"",ITARARÉ,SP,,,-24.1163292,-49.3331575"
"APS PORTO FELIZ,""AVENIDA MILTON BISTAFA,90"",PORTO FELIZ,SP,,,-23.2190728,-47.5224796"
"APS SÃO MIGUEL ARCANJO,""RUA BENEDITO NUNES RATTO, Nº 180"",SÃO MIGUEL ARCANJO,SP,,,-23.8817979,-47.9948358"
"APS CABREÚVA,""RUA PARAÍBA, 194"",CABREÚVA,SP,,,-23.2542404,-47.05742"
"APS PILAR DO SUL,""AVENIDA PADRE BENEDITO MARIANO, 308"",PILAR DO SUL,SP,,,-23.8057,-47.7333422"
"APS SALTO DE PIRAPORA,""RUA PEDRO PIRES DE MELLO, 228"",SALTO DE PIRAPORA,SP,,,-23.659523,-47.5781731"
APS APARECIDA/SP,PÇ PE VICTOR COELHO DE ALMEIDA 251/255,APARECIDA,SP,,,-22.8469227,-45.2316701
APS CAÇAPAVA,AV. BRASIL Nº 15,CAÇAPAVA,SP,,,-23.109538,-45.7087304
"APS CRUZEIRO,""RUA DR OTHON BARCELLOS, 181"",CRUZEIRO,SP,,,-22.5833189,-44.9597004"
"APS GUARATINGUETÁ,""AV DOUTOR ARIBERTO PEREIRA DA CUNHA, 330"",GUARATINGUETÁ,SP,,,-22.8052332,-45.1909765"
APS LORENA,R DOUTOR FRANCISCO AZEVEDO NUNES,LORENA,SP,,,-22.7329484,-45.1169882
"APS PINDAMONHANGABA,""RUA ANTONIO DE PADUA COSTA, 170"",PINDAMONHANGABA,SP,,,-22.9268984,-45.4673549"
"APS TAUBATÉ,""DONA CHIQUINHA DE MATTOS, 370"",TAUBATÉ,SP,,,-23.0252345,-45.556045"
APS UBATUBA,RUA DA CONCEIÇÃO 697,UBATUBA,SP,,,-23.4349426,-45.0766897
APS CACHOEIRA PAULISTA,RUA DR ROCHA JUNIOR 288,CACHOEIRA PAULISTA,SP,,,-22.6694302,-45.0119943
APS CUNHA,RUA GOVERNADOR MARIO COVAS,CUNHA,SP,,,-23.0725354,-44.9583105
"APS ARACAJU - IVO DO PRADO,""AV. IVO DO PRADO ,448"",ARACAJU,SE,,,-10.9180155,-37.0472606"
"APS ARACAJU - SIQUEIRA CAMPOS,""RUA FLORIANÓPOLIS, 349"",ARACAJU,SE,,,-10.9146337,-37.0713019"
"APS ESTÂNCIA,""RUA CAPITÃO SALOMÃO, 228"",ESTÂNCIA,SE,,,,"
APS ITABAIANA/SE,AV IVO DE CARVALHO - 296,ITABAIANA,SE,,,-10.6878484,-37.42640230000001
"APS LAGARTO,""PRAÇA RUI MENDES, 21"",LAGARTO,SE,,,-10.9167978,-37.6692097"
APS NEÓPOLIS,RUA MAJOR GOMES DE ASSUNÇÃO S/N,NEÓPOLIS,SE,,,-10.2913994,-36.5854184
"APS PROPRIÁ,""RUA ENGENHEIRO ARQUIBALDO SILVEIRA, 115"",PROPRIÁ,SE,,,-10.2145698,-36.840534"
"APS TOBIAS BARRETO,""RUA JOSÉ FELIPE, SN"",TOBIAS BARRETO,SE,,,-11.1813481,-38.0036565"
APS NOSSA SENHORA DA GLÓRIA,RUA DOS VOLUNTÁRIOS S/N,NOSSA SENHORA DA GLÓRIA,SE,,,,
"APS SÃO CRISTOVÃO,""RUA PEREIRA LOBO, 57"",SÃO CRISTOVÃO,SE,,,-11.0128426,-37.2066983"
APS ITABAIANINHA,RUA FRANCISCO SEVERO S/N,ITABAIANINHA,SE,,,-11.2802223,-37.7901251
"APS POÇO REDONDO,""AV. 31 DE MARÇO, S/N"",POÇO REDONDO,SE,,,-9.8099677,-37.6816355"
"APS POÇO VERDE,""RUA JOÃO JOSE DO ROSÁRIO, S/N"",POÇO VERDE,SE,,,-10.7158378,-38.1765168"
"APS CANINDÉ DE SÃO FRANCISCO,""AV. ANANIAS FERNANDES DOS SANTOS S/N,"",CANINDÉ DE SÃO FRANCISCO,SE,,,-9.6603632,-37.7907134"
APS CAPELA/SE,AV. MONSENHOR ERALDO BARBOSA,CAPELA,SE,,,-10.5003861,-37.0521064
APS NOSSA SENHORA DAS DORES,AV.PAULO VASCONCELOS,NOSSA SENHORA DAS DORES,SE,,,-10.4893095,-37.1977624
"APS UMBAÚBA,""RUA ESTÂNCIA , S/N BR 101"",UMBAÚBA,SE,,,-11.3768452,-37.6601292"
"APS PORTO DA FOLHA,""RUA MAJOR JOSE JOÃO GONÇALVES, S/NR"",PORTO DA FOLHA,SE,,,-7.119561399999999,-34.8817282"
APS BRASÍLIA - GAMA,QUADRA 40 LOTE 01 03,BRASÍLIA - GAMA,DF,,,-16.0508894,-47.9772762
APS BRASÍLIA - PLANALTINA,QUADRA 1 BLOCO H,BRASÍLIA - PLANALTINA,DF,,,-15.7975608,-47.8919122
APS BRASÍLIA - ASA SUL,CRS 502 BLOCO B,BRASÍLIA - ASA SUL,DF,,,-15.8007875,-47.89353819999999
"APS BRASÍLIA - SOBRADINHO,""QD CENTRAL ÁREA ADMIN BL H, S/N"",BRASÍLIA - SOBRADINHO,DF,,,-15.7936771,-47.88347359999999"
APS BRASÍLIA - TAGUATINGA,CNB 02 LOTE 01,BRASÍLIA - TAGUATINGA,DF,,,-15.806118,-48.0850867
APS LUZIÂNIA,ALAMEDA SANTA MARIA S/Nº,LUZIÂNIA,GO,,,-16.2658492,-47.9555937
APS BRASÍLIA - CEILÂNDIA,QNM 17 CONJUNTO A,BRASÍLIA - CEILÂNDIA,DF,,,-15.8173625,-48.1009886
"APS UNAÍ,""AV. GOV. VALADARES, Nº 722"",UNAÍ,MG,,,-16.359775,-46.9043728"
APS FORMOSA,RUA HERCULANO LOBO,FORMOSA,GO,,,-15.5425062,-47.3364969
APS ATENDIMENTO ACORDOS INTERNACIONAIS BRASÍLIA,AV W3 SUL CRS 502 BLOCO B LOTE 08 A 12,ATENDIMENTO ACORDOS INTERNACIONAIS BRASÍLIA,DF,,,-15.8006642,-47.8937906
